Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-05 00:00:00+05:30,2475.029677363289,2481.703486200555,2390.176965003762,2399.901611328125,1205767,0.0,0.0
2021-04-06 00:00:00+05:30,2416.6816796498847,2434.0335368853016,2362.576155475094,2370.727783203125,916830,0.0,0.0
2021-04-07 00:00:00+05:30,2383.503213158855,2428.5037072704968,2373.9692003062196,2419.923095703125,684434,0.0,0.0
2021-04-08 00:00:00+05:30,2439.276909594717,2474.0760525301116,2429.2661972434394,2434.033203125,760845,0.0,0.0
2021-04-09 00:00:00+05:30,2431.1729351305917,2455.0079639063815,2397.8038948444855,2404.096435546875,719036,0.0,0.0
2021-04-12 00:00:00+05:30,2373.9691038182077,2393.0371287484745,2283.5389024808273,2314.095458984375,1050225,0.0,0.0
2021-04-13 00:00:00+05:30,2314.0955571441878,2388.2225072049328,2307.4217481355035,2377.639892578125,720904,0.0,0.0
2021-04-15 00:00:00+05:30,2359.6681722645494,2373.873758256629,2267.1882479374135,2300.176025390625,1979939,0.0,0.0
2021-04-16 00:00:00+05:30,2302.464051965147,2354.805688239632,2302.464051965147,2321.38916015625,789681,0.0,0.0
2021-04-19 00:00:00+05:30,2264.3277535355505,2274.815166288768,2210.079320672218,2259.89453125,882318,0.0,0.0
2021-04-20 00:00:00+05:30,2288.020143811723,2292.405650020053,2210.842124359017,2230.958984375,1040931,0.0,0.0
2021-04-22 00:00:00+05:30,2218.3742924304956,2238.681787598215,2196.350628291814,2228.909423828125,834721,0.0,0.0
2021-04-23 00:00:00+05:30,2202.3567750681364,2247.3095486051748,2196.7318010858858,2209.316650390625,962271,0.0,0.0
2021-04-26 00:00:00+05:30,2220.9481365122933,2265.4242102100106,2220.9481365122933,2259.41796875,1330072,0.0,0.0
2021-04-27 00:00:00+05:30,2259.418155701658,2294.8369207623787,2256.414801959176,2288.258544921875,523800,0.0,0.0
2021-04-28 00:00:00+05:30,2314.8583766468623,2421.6393231808197,2297.840070187416,2403.71533203125,1681975,0.0,0.0
2021-04-29 00:00:00+05:30,2408.2915476726,2428.551324152427,2338.5978234764048,2348.1318359375,1170842,0.0,0.0
