Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-05 00:00:00+05:30,1517.4973966817417,1535.1232748721245,1477.0268840976182,1511.4908447265625,1376233,0.0,0.0
2021-04-06 00:00:00+05:30,1506.075090926579,1524.2917559688422,1485.8890566905575,1502.1363525390625,1400544,0.0,0.0
2021-04-07 00:00:00+05:30,1498.7883652597463,1537.5356791861886,1484.9043368137736,1490.910888671875,2592185,0.0,0.0
2021-04-08 00:00:00+05:30,1505.8288303608815,1554.816886146694,1502.1362633418503,1547.23486328125,2085919,0.0,0.0
2021-04-09 00:00:00+05:30,1545.856293416512,1593.219596057681,1537.388030357715,1567.6177978515625,3569146,0.0,0.0
2021-04-12 00:00:00+05:30,1546.9394717271587,1548.564225320683,1479.2424070032616,1487.3167724609375,1889829,0.0,0.0
2021-04-13 00:00:00+05:30,1505.1887120424115,1529.5104914644673,1493.4217802743603,1507.1580810546875,1880575,0.0,0.0
2021-04-15 00:00:00+05:30,1521.3374948289413,1530.6919972243295,1492.3385854835335,1514.986328125,1313429,0.0,0.0
2021-04-16 00:00:00+05:30,1506.3705055919852,1535.9110427375927,1506.3705055919852,1525.32568359375,1501276,0.0,0.0
2021-04-19 00:00:00+05:30,1501.643868070498,1508.9797195424132,1477.1251998893947,1495.4403076171875,1439975,0.0,0.0
2021-04-20 00:00:00+05:30,1500.8561897093607,1536.1079457760618,1486.8737167447778,1499.576171875,1789104,0.0,0.0
2021-04-22 00:00:00+05:30,1506.5673120287381,1506.5673120287381,1450.5880212395844,1458.1700439453125,2200432,0.0,0.0
2021-04-23 00:00:00+05:30,1455.363962406903,1473.974526967686,1429.3682627188862,1439.0673828125,1726070,0.0,0.0
2021-04-26 00:00:00+05:30,1447.4863059106747,1466.9338260070936,1442.7106098258816,1457.1854248046875,1020499,0.0,0.0
2021-04-27 00:00:00+05:30,1462.2564927470182,1480.5224384303178,1459.3024392263171,1472.2017822265625,1145908,0.0,0.0
2021-04-28 00:00:00+05:30,1481.9501995833662,1491.698600351672,1468.853847413726,1485.7412109375,1037771,0.0,0.0
2021-04-29 00:00:00+05:30,1500.6591816104499,1504.1055773687415,1474.0727000464851,1483.72265625,1927546,0.0,0.0
2021-04-30 00:00:00+05:30,1477.0267791973827,1493.3233560748258,1448.4709281328999,1468.8046875,3691399,0.0,0.0
2021-05-03 00:00:00+05:30,1454.3790415566295,1454.3790415566295,1399.2367082274682,1402.1414794921875,3945733,0.0,0.0
2021-05-04 00:00:00+05:30,1412.0376050342843,1412.0376050342843,1378.6076135811704,1381.4139404296875,3194977,0.0,0.0
2021-05-05 00:00:00+05:30,1384.4664795047247,1409.9698334304883,1381.9063237107978,1406.5234375,1819256,0.0,0.0
2021-05-06 00:00:00+05:30,1413.8101789695247,1426.2663428421763,1409.0836448686987,1422.2784423828125,1464006,0.0,0.0
2021-05-07 00:00:00+05:30,1426.8080250449632,1436.9010424754053,1417.847418976137,1424.3463134765625,1190019,0.0,0.0
2021-05-10 00:00:00+05:30,1432.125256107123,1447.2401401474374,1422.869197151248,1432.86376953125,1322561,0.0,0.0
2021-05-11 00:00:00+05:30,1417.0595663105064,1435.6208467510098,1410.0683297770422,1413.2685546875,1582827,0.0,0.0
2021-05-12 00:00:00+05:30,1409.0836009883421,1437.639453139748,1404.0124514799247,1432.666748046875,1358169,0.0,0.0
2021-05-14 00:00:00+05:30,1446.501604392234,1455.1668765151835,1411.0529605813963,1433.552978515625,1876873,0.0,0.0
2021-05-17 00:00:00+05:30,1439.6089387091158,1448.2742115914998,1415.9765074307172,1445.8125,2218758,0.0,0.0
2021-05-18 00:00:00+05:30,1457.3331009166398,1523.405408681562,1453.6405339379658,1515.6756591796875,3075596,0.0,0.0
2021-05-19 00:00:00+05:30,1498.9361563809632,1530.101448510757,1493.5696733052305,1497.85302734375,1504440,0.0,0.0
2021-05-20 00:00:00+05:30,1499.674757603119,1542.2623697280926,1499.182415266414,1507.8968505859375,3032029,0.0,0.0
2021-05-21 00:00:00+05:30,1528.4272854655371,1529.0673544527328,1510.0630150685856,1514.7894287109375,1158893,0.0,0.0
2021-05-24 00:00:00+05:30,1508.6844119475347,1511.4907387904816,1482.3932631328155,1497.458984375,1126532,0.0,0.0
2021-05-25 00:00:00+05:30,1512.4754807216195,1550.779734058691,1511.490796163858,1545.1177978515625,2530758,0.0,0.0
2021-05-26 00:00:00+05:30,1555.8016494433864,1589.280925444067,1552.5029801128824,1558.7064208984375,3839248,0.0,0.0
2021-05-27 00:00:00+05:30,1566.3376957234198,1582.3388199686015,1543.3453350789555,1569.8333740234375,2810155,0.0,0.0
2021-05-28 00:00:00+05:30,1570.571979529962,1587.5577893399254,1546.4964884883177,1552.84765625,1028675,0.0,0.0
2021-05-31 00:00:00+05:30,1546.5948335913447,1583.618949136159,1544.9700800215348,1571.802734375,1525715,0.0,0.0
2021-06-01 00:00:00+05:30,1583.3728399618647,1587.3115783697301,1564.9592859853972,1567.027099609375,1111933,0.0,0.0
2021-06-02 00:00:00+05:30,1556.7862154383654,1572.2949965219543,1540.2434675355719,1561.4141845703125,1859258,0.0,0.0
2021-06-03 00:00:00+05:30,1576.4799636358648,1676.228556573325,1564.2206890757739,1665.2984619140625,7221910,0.0,0.0
2021-06-04 00:00:00+05:30,1687.5524382744386,1687.5524382744386,1639.9921261922843,1653.7777099609375,2952017,0.0,0.0
2021-06-07 00:00:00+05:30,1660.030383511418,1687.6015502293608,1650.3312649740055,1659.2918701171875,1471576,0.0,0.0
2021-06-08 00:00:00+05:30,1660.1780773836679,1699.5654576300183,1648.5587521306963,1686.272216796875,1743285,0.0,0.0
2021-06-09 00:00:00+05:30,1688.6847337631411,1713.252685592618,1670.1727362030438,1704.2427978515625,2551140,0.0,0.0
2021-06-10 00:00:00+05:30,1714.7297331517218,1719.1115314051442,1695.8237172992485,1712.0218505859375,1850763,0.0,0.0
